x	y	resid
181628.50	419465.97	-1.7202
182041.86	428796.50	-7.6762
182201.58	422793.31	-50.9803
157829.34	425780.34	125.7978
159118.66	431996.81	42.1877
158753.05	429675.06	41.0446
165992.08	431253.81	2.2811
164835.16	429638.19	-6.4069
168911.81	434297.22	-8.8143
160845.98	429314.78	3.8539
165467.64	426321.75	-30.0233
177612.45	427121.81	26.2845
175370.36	425740.09	-25.7426
175547.94	429098.19	-185.0894
172667.09	432151.00	9.4153
179887.38	433232.78	-42
171108.66	428604.88	-4.5963
180035.78	428218.63	2.4858
183997.69	424878.66	-426.744
181324.66	423322.38	108.325
159743.27	429240.25	-22.2487
158828.39	425933.53	-25.4493
161972.67	428698.34	-5.4957
163989.75	428467.56	3.5945
175115.19	422790.06	-38.9625
178294.30	422123.53	-7.6437
182871.14	423560.81	-14.2313
166879.20	431554.47	19.0891
161898.75	433111.03	-73.8578
154072.05	423277.66	189.6612
169579.06	428931.31	0.7572
164229.28	431899.81	8.9707
163743.20	427146.22	-24.0342
178254.36	430493.97	10.005
172358.44	432568.56	25.1224
177153.78	421442.03	9.6327
177873.38	428625.22	3.6806
171771.56	429975.06	-11.5383
184139.92	421416.53	-113.14
173446.73	428304.44	-6.3356
184817.36	420315.91	-21.025
183197.86	426587.59	-157.7474
181324.00	425818.03	-33.6472
160701.70	425959.38	-46.3006
167487.28	431038.66	-4.7797
163266.02	428267.94	-18.4437
160006.25	427186.75	-2.1279
177466.56	429969.06	-307.7234
179512.89	429624.19	-71.0864
172925.81	426703.59	8.3676
179384.73	429373.09	-51.4597
179344.84	423318.97	-47.1351
174056.83	425234.97	80.9706
173474.06	431461.78	1.7074
185414.03	421411.06	8.6852
185545.42	421392.13	18.5939
181730.59	423127.84	93.394
181333.27	427871.53	-9.1512
160237.66	431889.91	-9.1482
164335.50	431826.88	-3.5758
179376.59	425925.09	30.8215
172969.55	425072.94	10.7294
180830.72	426139.31	-56.3274
183689.31	429088.59	-18.8296
180409.95	428564.16	4.706
180323.05	421861.69	16.6113
157595.56	426348.91	-18.5775
159784.44	432828.13	-160.0664
164673.34	433187.81	-235.91
164216.47	429172.97	-6.7273
175051.00	431709.34	17.6439
177589.58	425788.47	5.7789
184113.75	419270.19	-77.2911
156955.78	427126.44	-13.2268
158412.97	429975.59	-1.0641
169296.80	432635.25	-112.4654
166102.41	429265.84	-27.4535
164234.55	431626.94	31.998
162905.36	427383.19	-61.9062
170840.95	433603.19	-34.0049
174850.13	430251.06	3.6329
182705.98	429987.56	12.997
180300.55	420545.63	28.1811
169733.03	429959.50	21.5584
167080.58	434389.66	57.7467
160490.61	429361.66	-20.1264
176192.11	422342.50	-8.6544
173870.78	427183.97	2.7859
173629.84	432855.78	28.0995
173333.34	429194.75	5.2212
176884.81	431110.59	-1.2996
178097.94	430799.78	-10.6599
183171.44	422325.59	328.103
184037.78	421735.25	152.364
183534.30	419438.31	16.456
182465.20	429298.16	-441.047
180528.02	428595.81	-13.0355
160493.92	429614.56	22.0382
175393.48	431483.78	8.3001
176776.89	429373.56	79.893
171207.31	432528.75	21.3772
176966.42	428226.53	-6.5776
157944.53	429442.22	-25.0769
159300.09	432110.19	11.6776
159878.52	429884.81	10.3195
167657.38	428545.88	4.2883
167675.27	432898.84	-17.2339
167879.58	427583.41	-78.7721
178639.80	427165.44	-24.5721
178599.34	430333.13	-2.6628
175233.95	426308.47	0.8522
178927.17	426141.31	-41.5993
170238.36	426548.72	-135.6343
177167.55	427982.28	47.8185
179226.00	422970.94	-152.5978
159482.23	433416.84	11.7985
159381.27	431898.97	98.0773
163089.47	426361.94	-97.4844
168732.06	431521.22	-10.7198
161197.33	432817.88	-121.6215
167568.05	434268.44	-47.7189
168937.89	434047.59	-133.491
179134.95	426967.47	0.0596
174670.58	426745.81	45.4327
175346.19	425462.03	35.1089
171783.14	432395.50	16.5734
179634.22	428712.44	-28.5642
178854.92	428630.34	10.5319
178525.88	422325.28	-53.7444
176115.91	427863.03	9.897
183935.94	430554.47	-116.9111
183830.36	425080.09	-133.5226
182720.25	429053.13	-84.801
160831.95	428071.38	39.321
173224.94	433908.13	116.5125
176053.78	431655.09	42.494
171406.44	431756.38	8.0604
176827.14	427936.81	-1.2062
170228.61	431512.88	-17.6878
179728.25	427277.06	-33.2263
184314.34	428990.66	-543.368
179565.84	420637.78	5.6307
186264.67	419497.72	35.1288
170738.59	426521.66	-50.6882
183679.13	427034.66	-129.2566
180566.80	427758.09	-3.3349
159976.78	430120.34	22.1868
158896.53	425127.63	26.0162
163722.03	433327.91	-18.1141
164752.17	429569.19	0.2461
161503.20	432697.66	56.4952
174938.19	431210.81	23.332
172745.80	431019.88	4.6733
174906.97	432447.22	9.1169
170969.72	426167.88	-40.0422
177848.14	432755.00	-191.5161
178251.44	430917.69	-20.1213
182027.64	426466.63	-360.44
184607.33	429783.78	-54.2294
180395.34	422439.53	69.0381
181566.14	422192.16	-46.7753
164664.36	431104.19	22.8721
161876.16	430425.91	-16.9703
167444.66	433914.72	21.5866
175164.30	426630.41	30.3206
172073.89	430841.66	-79.3404
172876.25	428626.25	-7.4828
179945.33	432405.75	3.0109
182466.52	430621.44	3.853
183689.86	423310.25	31.2899
182612.72	428753.31	1.1785
167098.72	428769.50	-59.6142
162133.08	431489.59	12.1333
178059.53	425547.13	106.4175
172574.59	430829.75	-11.1566
174890.94	426461.13	7.1241
179195.75	425318.13	-156.6525
179066.06	425177.75	-209.677
173820.22	430317.53	-18.9398
170948.56	431915.31	3.9954
158920.77	431541.50	6.8732
159898.47	427775.72	21.9159
159898.67	432685.22	-21.5201
166143.30	432166.75	25.7113
161718.95	430476.25	-99.0062
163660.77	429617.34	12.0887
164968.50	431500.81	-18.5694
162635.52	431475.91	2.0175
169549.73	427446.72	-17.6526
174918.11	427921.13	14.6974
170036.63	430347.16	6.9406
177158.77	428763.50	-0.2299
173237.98	431875.31	22.3787
178921.09	430838.00	-12.1398
178347.70	432460.41	-42.4401
157167.33	428721.25	4.1079
165027.27	434297.88	66.7015
175330.77	426333.91	-4.7044
178594.13	425350.75	-289.413
172027.88	431966.00	-0.5911
172887.84	429296.84	-20.045
179278.11	427663.31	0.7163
182963.89	424293.00	112.2551
176962.81	432282.91	21.8208
176478.08	430331.53	-4.9271
178568.70	426681.28	46.1535
179142.47	428610.44	9.3386
176336.34	427864.03	-8.7184
175101.38	432677.16	24.3301
179804.58	432674.19	288.2288
178664.78	432515.69	30.7725
183324.67	420814.00	75.4471
183594.06	420611.59	6.5746
184100.08	419353.72	-101.3906
186256.11	419302.69	4.8512
167919.38	434109.00	-23.3544
156418.00	426133.78	105.988
165143.97	431153.63	1.5734
164758.19	431601.34	1.8951
179271.20	427043.78	7.6482
170686.98	433829.88	-481.527
177178.38	426488.16	53.835
172827.80	432881.44	19.507
171504.86	426555.22	30.2183
175947.56	433490.78	-82.4482
183343.50	426720.47	-141.877
181702.02	425981.66	-534.453
181476.75	425953.25	28.4837
180331.38	430281.75	-95.5781
179724.06	423902.66	-7.572
184637.05	419181.81	20.8592
186040.11	420524.31	-160.706
181149.63	418736.13	-44.4467
156097.19	427049.88	-192.1785
158645.98	426903.69	8.423
169558.61	432662.69	-66.4528
160007.64	429142.00	-11.4618
166509.58	433882.66	-22.7462
163243.88	432234.91	33.923
160506.16	427989.56	12.5966
168782.11	427936.88	6.5385
178191.95	426499.28	-9.5076
178773.81	428094.91	-5.464
182582.45	420214.66	0.3293
180486.06	424746.41	-437.481
184674.45	422033.56	34.6468
182201.00	427563.69	-222.995
159195.36	430005.63	4.9918
160861.55	426209.97	-13.1741
167553.23	429701.91	-12.765
179728.33	430573.19	11.8268
182733.97	432272.44	-45.64
171812.77	432458.25	-7.7902
173842.56	424238.16	42.8105
181822.06	420721.81	4.03
186274.89	421276.72	18.5604
181116.09	419077.47	4.3336
181444.06	422419.31	-10.7219
155911.84	426570.28	23.7244
169199.88	431089.47	4.4805
165178.25	429069.72	7.1138
153463.27	423639.91	152.52
170916.33	426500.44	9.9854
174743.48	423432.28	6.953
177193.83	432709.66	115.336
158606.03	426119.34	-18.5157
171186.72	434326.28	26.3218
166836.36	427910.88	22.4209
178464.38	424083.69	-365.997
178001.70	425965.03	66.2364
171932.06	432690.44	2.3881
179990.02	427860.78	45.4616
180817.70	427004.69	12.4318
180443.69	429830.25	-7.8333
181991.38	428126.97	-48.7806
176531.20	421775.13	72.2505
156840.81	427960.09	-126.1615
168148.36	432812.38	-2.4379
164471.72	430839.94	19.504
168835.88	430943.44	-85.1662
161007.98	433066.97	7.0307
172706.66	427921.88	10.3762
178657.03	426056.84	-56.6841
176105.02	431403.22	48.7344
175687.31	433689.22	-32.4418
177869.70	428090.13	14.2175
177592.95	432967.66	-1.7112
182007.00	423137.34	19.943
175925.91	426871.72	168.092
176376.80	431627.34	-18.6229
183549.61	422608.88	-38.4133
182382.98	422262.72	-36.3254
161042.75	426282.97	-64.193
164739.14	426423.34	5.3371
171915.23	430808.25	-91.0764
171155.80	426616.06	9.819
177649.55	430772.25	9.8277
176483.63	432455.53	8.6188
173948.45	424129.81	6.7231
184933.80	421423.44	42.583
180190.11	425851.50	26.4291
177347.31	429920.88	-134.9698
174179.34	431285.97	8.3262
173450.16	431256.84	-14.0309
175851.09	427287.38	22.5471
183744.45	429926.25	15.767
166372.28	432344.16	7.1758
162299.11	430579.28	0.6575
165477.25	433402.06	6.231
160855.41	424757.78	-22.7795
167126.16	427977.06	-52.1027
175039.27	426839.97	12.8947
168911.27	428501.69	3.517
164656.59	431600.00	90.3297
172465.14	427555.69	5.4062
177142.34	425319.16	-13.1649
174228.30	430407.84	-59.073
170162.55	430257.75	10.1992
170286.31	431670.09	-22.2502
175678.09	432951.00	8.8064
181465.36	421259.13	16.3534
182738.44	424309.38	-15.1822
182766.77	423936.00	-21.608
180109.77	423000.94	-12.1656
182578.17	421691.81	-18.5234
167255.17	434492.91	21.2187
155194.94	424944.38	-49.9391
165355.58	431877.16	-2.6395
171675.69	428092.34	-2.181
178481.70	425598.69	-80.48
179477.31	423637.34	17.1747
177935.84	428870.94	-27.5717
172821.16	429720.41	61.2172
178453.23	422127.06	-25.3768
178826.03	433428.38	10.6958
172241.77	431408.97	36.3589
177208.27	427542.56	-1.3885
174994.59	424854.41	-48.3584
184117.34	425197.97	-409.238
184017.64	424969.94	-166.373
184163.06	423599.28	-7.6066
160336.78	429566.28	17.1312
178978.14	427076.03	8.3474
177989.64	423758.88	-138.389
176717.17	428540.00	-4.8832
176414.80	427365.84	0.1628
182006.72	430301.53	3.9275
180063.91	428478.34	-8.0325
184962.48	422378.66	2.4194
159326.63	432292.81	40.2428
165628.34	431349.66	-7.8429
164160.61	431104.97	-3.8781
167768.31	434205.13	-2.8569
162028.45	432283.03	21.8859
163557.03	431522.47	17.7245
173952.27	428016.78	9.7769
175797.06	429869.06	5.5291
177144.08	429328.97	0.6684
184036.80	421281.06	125.185
180095.59	419124.50	-17.188
166372.20	431355.38	4.563
169329.89	430084.00	45.2861
178122.64	431831.66	51.8077
176971.98	426158.97	88.8988
172834.84	431214.13	5.584
181058.06	432692.16	34.626
170459.42	429270.00	-12.2158
177958.83	420619.50	-31
178282.48	430833.91	-6.7212
177416.02	427426.53	12.1531
173049.33	428446.53	10.9539
183308.89	430664.06	-25.6386
181958.59	423939.41	35.51
159980.94	431261.41	-0.6411
159943.22	425877.44	22.02
161008.73	429488.06	30.4238
166542.56	428503.28	4.2532
171054.22	426744.69	18.8812
172221.80	425764.00	1.4461
176411.53	427505.53	13.3516
183827.48	425527.00	18.1936
181464.91	429864.91	-176.8539
153887.38	422816.72	-18.7696
179509.05	422889.22	-59.4837
174552.28	423643.13	-288.6976
181437.83	418118.94	2
183462.53	424161.06	-264.671
159758.20	426126.81	26.414
169169.56	427320.81	-7.6645
160213.27	432550.66	-136.5712
179753.44	430341.13	1.2493
174079.70	426906.41	6.8411
173849.31	432579.13	-18.0978
179873.44	425310.03	-166.1913
173453.75	423214.72	-61.0162
174376.16	429103.63	-28.9191
181099.89	424918.81	-8.2687
180144.08	419583.91	-0.4172
169765.05	430746.19	5.5974
161655.84	428749.75	-0.9077
173215.03	427782.03	-7.1437
179838.42	426652.41	-50.54
178169.41	431318.00	3.9214
171626.48	431192.94	-41.7021
176478.52	429272.81	13.8685
170720.44	425722.06	-140.4813
177934.44	427836.00	31.8512
185124.70	422497.56	-0.2049
174747.98	428297.13	19.8662
180812.66	426281.91	-9.308
181254.05	422179.22	1.1286
159188.94	425380.38	10.2112
158936.11	425929.25	-7.5819
165792.02	432264.75	-35.8672
169017.00	429461.53	14.4728
169503.02	427000.03	62.5634
163954.27	431449.72	42.1195
172935.91	433133.69	-31.0677
178591.08	425297.66	99.9686
172306.84	432386.44	1.9426
172401.36	426210.31	-40.6349
173427.47	430169.56	18.2183
177663.73	421732.19	-16.826
181985.91	430102.16	-111.5148
182028.33	420307.78	1.5068
185807.47	421796.97	-43.2875
180018.75	419708.28	-11.5207
182480.17	424031.94	26.3785
169941.23	429958.97	-118.2063
161336.14	428936.41	-5.4841
176900.33	432079.19	-46.1197
178584.44	426433.38	-34.2093
170532.06	432896.53	-3.2518
171064.34	432661.22	-12.5224
176227.56	432509.97	22.509
177951.94	427215.78	-0.0906
180010.42	424030.31	-107.552
183737.30	421941.53	119.785
182437.86	419122.38	-205.244
162865.13	426896.34	4
167800.44	431889.63	3.8391
172894.28	425419.28	13.9465
177569.09	427637.47	8.4308
172058.28	428643.09	13.7386
181079.55	431234.50	-22.3949
180700.41	420821.81	89.7267
159225.64	425993.94	5.7298
166541.28	431509.72	-2.1931
167303.28	435065.69	-17.9828
169862.73	429389.50	-7.5873
175438.64	431767.47	1.2897
176608.41	430183.50	-11.8893
173774.25	433371.88	-16.1535
174286.44	430920.88	12.0953
173852.45	430386.72	45.3676
173422.83	426110.72	22.6857
